dr = 0.1d_attr_r: 0.01delta: 0.35	AUROC	Parity	Equality	Counterfactual
mean	68.14603174603174	1.0024549918166923	1.610644257703081	0.6666666666666673
stdev	3.437368373530677	1.551509612455827	1.5181711056497775	0.5962847939999445
	AUROC	Parity	Equality	Counterfactual
mean	69.53269841269841	1.5593744317148603	1.190476190476188	0.733333333333334
stdev	2.46238463080869	1.1904053243479005	0.6852375977164165	0.8137703743822475
delta: 0.4	AUROC	Parity	Equality	Counterfactual
mean	69.12634920634922	2.7868703400618293	3.2563025210084047	0.6666666666666673
stdev	2.7011875928358986	1.6689001150439158	1.5953481442429338	0.9977753031397188

dr = 0.1d_attr_r: 0.1delta: 0.35	AUROC	Parity	Equality	Counterfactual
mean	69.59238095238095	1.7457719585379137	2.345938375350141	0.46666666666666706
stdev	3.0896561144434456	0.7131432876378279	2.108413055647706	0.42687494916219026
	AUROC	Parity	Equality	Counterfactual
mean	68.84698412698413	1.3752500454628132	0.4376750700280115	0.6666666666666673
stdev	1.9408264104382797	0.6666505511081517	0.25309580348041183	0.37712361663282573
delta: 0.4	AUROC	Parity	Equality	Counterfactual
mean	68.32507936507938	1.1729405346426633	0.6302521008403358	0.33333333333333365
stdev	2.3273110924710565	1.0789351031950967	0.37873437767478896	0.42687494916219026
	AUROC	Parity	Equality	Counterfactual
mean				
stdev				
d_attr_r: 0.2delta: 0.35	AUROC	Parity	Equality	Counterfactual
mean	69.23809523809524	2.4140752864157142	1.7156862745098052	0.5333333333333338
stdev	1.8490428158496042	1.1801869141755668	1.0757907209899997	0.5497474167490219
	AUROC	Parity	Equality	Counterfactual
mean	69.08190476190475	2.8596108383342416	2.6785714285714266	0.8000000000000007
stdev	2.3350029659715656	3.3052714575190087	1.6224940117783861	0.8944271909999167
delta: 0.4	AUROC	Parity	Equality	Counterfactual
mean	69.49587301587302	2.059465357337698	2.2759103641456577	0.46666666666666706
stdev	2.128478224348162	1.3761496143385334	1.2570954531523983	0.584997625826142
	AUROC	Parity	Equality	Counterfactual
mean				
stdev				
d_attr_r: 0.3delta: 0.35	AUROC	Parity	Equality	Counterfactual
mean	68.52317460317461	4.2962356792144005	3.5014005602240883	0.733333333333334
stdev	2.7652198313236345	3.854825532788016	2.290676083164726	0.6289320754704408
	AUROC	Parity	Equality	Counterfactual
mean	69.02349206349207	2.0867430441898556	1.5406162464985995	0.46666666666666706
stdev	2.747648959517339	1.4878846773398071	0.7758585366302627	0.584997625826142
delta: 0.4	AUROC	Parity	Equality	Counterfactual
mean	69.21396825396825	0.7387706855791949	1.260504201680677	0.8666666666666675
stdev	1.8324702702934077	0.7071367295248654	0.6753256835429245	0.7453559924999306
	AUROC	Parity	Equality	Counterfactual
mean				
stdev				
