mean						
stdev						
mean	0.7220499999999999	0.1177993892318389	0.09508414108827733	0.817606311064567	0.000966666666666625	0.003433333333333275
stdev	8.660254037843432e-05	0.00012715099159950083	8.111890256500604e-05	1.4493514530259582e-05	5.773502691894809e-05	0.0001732050807569406
mean						
stdev						
mean	0.72205	0.11794621055029435	0.09522464314897425	0.8176689117823548	0.001166666666666575	0.003299999999999875
stdev	4.999999999999449e-05	7.34106592277517e-05	9.36680404646506e-05	5.4232883272276045e-05	0.00011055415967848568	5.7735026918948145e-05
mean						
stdev						
mean	0.71875	0.11629447071767068	0.09344495038014698	0.8167688064457224	0.000166666666666625	0.005566666666666575
stdev	0.00014999999999998348	0.00028193898648764783	0.00029620435183291713	0.00014974328810344828	0.00017320508075684444	0.0007446102634563133
mean						
stdev						
mean	0.71875	0.11622106005844293	0.0933512823396824	0.8167144865666778	0.000333333333333275	0.00539999999999995
stdev	0.00024999999999997247	0.00021715165846057467	0.0002094481057980449	9.850762904720682e-05	0.00014907119849998224	0.0008768630958643798
mean						
stdev						
mean	0.7219	0.1175057465949281	0.09484997098711587	0.8175269482565705	0.00113333333333325	0.004499999999999924
stdev	7.071067811864696e-05	0.00012715099159950083	0.00016223780513006017	9.396262807730942e-05	0.00011547005383789629	0.0001972026594366805
mean						
stdev						
mean	0.721975	0.11763994213236972	0.09481365832729365	0.8169690785888302	0.001366666666666625	0.00616666666666665
stdev	0.00031124748994973086	0.0014566744986046385	0.0012966102202295515	0.00043564800814547584	0.00043588989435407313	0.0010969655114602631
