mean	0.6739	0.029164560972828428	0.0093276515151515	0.18704072751633752	0.006999939914678825	0.08152075947845938
stdev	0.00018708286933872097	0.0012854387845339529	0.0037544226950844057	0.0007812544291016968	0.0003642479016097352	0.00042777837126416543
mean	0.67395	0.02964743724611567	0.011458333333333324	0.18717106437763048	0.006684491978609574	0.08164093012077145
stdev	0.00028722813232691326	0.0018153767849459054	0.00324420632727154	0.0006942262073242211	0.0004061318823107741	0.0005015864885256385
mean						
stdev						
mean	0.673625	0.02884963175429785	0.0131470959595959	0.18670947418188477	0.006774619960343625	0.08117526888181209
stdev	8.291561975887585e-05	0.0005164770318962902	0.000574069869932877	0.00046711403245586246	0.00019642938218200187	0.00034516389151824134
mean						
stdev						
mean	0.6801250000000001	0.04734308074965922	0.03704229797979795	0.19121715995145103	0.0062338520699393	0.10146908610226515
stdev	0.0006057020719792616	0.0012454625458682986	0.0025285548956055313	0.0007739223539917991	0.00042353758877220485	0.001754025757618422
mean	0.676675	0.034334705593494226	0.013999368686868624	0.18988278334272599	0.007405515832482075	0.09217088265336776
stdev	0.006391547152294178	0.009174201790177887	0.011613191234048543	0.0009902328381262565	0.0014981470879863478	0.011966410699081307
mean	0.67765	0.03339030366033757	0.011726641414141325	0.19160969954836587	0.00678964129063265	0.09526527669290387
stdev	0.0053993055108967685	0.006886660821203958	0.003813145684884962	0.001224872469247421	0.0007322031849398613	0.011084113305197037
mean						
stdev						
mean	0.676325	0.032494485221150074	0.015214646464646448	0.1897834137939597	0.0057231268401129005	0.0912095175148711
stdev	0.0055449864742846584	0.007268896473947836	0.010515202001887382	0.0020327161891188247	0.001070105062847375	0.014283950339642085
mean						
stdev						
mean	0.6741	0.04133393285119427	0.009438131313131275	0.1869651229343791	0.0018926876164153	0.09705281499729612
stdev	7.071067811864696e-05	0.0006236634662745113	0.002054194369131819	0.00020340092466770914	0.00017258194575913856	0.000115381027276808
mean	0.6718999999999999	0.027442700406298925	0.0048137626262626	0.18376248077300644	0.006399086703118374	0.08380400168238894
stdev	0.0003674234614174891	0.0005965406642712444	0.004198677304206866	0.00081025697821337	0.0001923668881040735	0.0005706128676687281
mean	0.679675	0.04068380645345888	0.023847853535353524	0.18824200331387242	0.0069398545935227506	0.10169440605660035
stdev	0.006730295312985915	0.012302522260913575	0.020256367032703823	0.0025134827134214006	0.0006616209681411616	0.015990740543921612
mean						
stdev						
mean	0.67475	0.03289083693913675	0.013999368686868626	0.18591548518510612	0.006143724088205224	0.09030823769753046
stdev	0.005881538914263833	0.010161291459644041	0.0161058098184806	0.004179120347058919	0.0007485085323139385	0.012699271074827054
mean						
stdev						
mean	0.6809999999999999	0.04045215383199805	0.009706439393939325	0.19331007893429153	0.008381902301267776	0.10426305353602112
stdev	0.0010074720839805017	0.00267962896603776	0.00757830541646896	0.0012972696780763648	0.000716629240033441	0.003764184723880948
mean	0.682275	0.05560372994997251	0.03207070707070703	0.19043604905629463	0.00204290091930535	0.09885537463197737
