mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean	0.7233	0.1187537278017993	0.0960676555131556	0.8180817898404549	0.0002666666666666	0.0043999999999999
stdev	0.0	0.0	0.0	0.0	0.0	0.0
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean	0.7194	0.1168450506618786	0.0940069586229346	0.8170384650693105	0.0	0.005033333333333275
stdev	0.0	0.0	0.0	0.0	0.0	5.7735026918947955e-05
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean	0.722	0.14359707400099878	0.11865251602660787	0.8264087841943136	0.018444444444444402	0.025288888888888833
stdev	0.0	0.0003016891304736486	0.00038493905351372887	0.00022538330223241285	0.00027397395568752846	0.0003499559055115956
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean						
stdev						
mean	0.7227	0.11647799736574001	0.09377278852177301	0.8169964644230302	0.0004666666666666	0.006766666666666625
stdev	0.00012247448713914542	7.341065922770312e-05	8.111890256500604e-05	6.547309153800197e-05	0.0001154700538379829	0.00019720265943666353
mean						
stdev						
mean	0.7224750000000001	0.11622106005844296	0.09353861842061158	0.8168981524006892	0.00056666666666665	0.006833333333333275
stdev	0.00017853571071355158	0.0002621284843834526	0.00028100412139377254	0.0001466667109833788	0.00011055415967856862	0.0002560381915956148
mean						
stdev						
mean	0.72245	0.11611094406960137	0.093444950380147	0.8168625960385587	0.00056666666666665	0.006833333333333325
stdev	0.00011180339887497717	0.0001038183499025968	0.00013246661318594714	7.68372967219863e-05	0.00011055415967856862	5.7735026918948335e-05
mean						
stdev						
mean	0.722325	0.11761586258376965	0.09499047304781277	0.8176083297463685	0.0018999999999999501	0.0054666666666666
stdev	4.330127018921716e-05	6.357549579975343e-05	8.111890256500604e-05	4.6977003035333724e-05	5.773502691899143e-05	0.0
mean						
stdev						
mean	0.72235	0.1175791572541558	0.0949436390275805	0.8175812075610204	0.0018666666666666	0.005666666666666599
stdev	4.999999999999449e-05	0.0	0.0	1.2412670766236366e-16	2.42434975903054e-19	0.0003464101615137756
mean						
stdev						
mean	0.7224250000000001	0.1174323359357004	0.0947563029466513	0.8174726989079563	0.001766666666666625	0.006999999999999975
stdev	4.330127018921716e-05	1.5515838457795457e-17	0.0	0.0	5.7735026918948145e-05	0.0002748737083744845
mean	0.7233	0.1187537278017993	0.0960676555131556	0.8180817898404549	0.000299999999999925	0.00433333333333325
stdev	0.0	0.0	0.0	0.0	5.7735026918948145e-05	6.666666666664978e-05
mean	0.7229	0.11831326384643297	0.09564614933106488	0.8178941568051652	0.00056666666666665	0.003033333333333275
stdev	7.071067811864696e-05	0.0001038183499025968	8.11189025650481e-05	4.735680680408974e-05	0.00011055415967856862	0.00019720265943660455
mean						
stdev						
mean	0.723025	0.1182031478575914	0.09564614933106491	0.8179504225504737	0.000666666666666675	0.0040666666666666
stdev	0.00027726341266025994	0.00012173780613550395	8.111890256504811e-05	3.972269834443606e-05	9.428090415821816e-05	0.0010687479694587421
mean						
stdev						
mean	0.722725	0.11816644252797752	0.09555248129060029	0.8178774529122538	0.000700000000000025	0.00299999999999995
stdev	4.330127018921716e-05	0.0001038183499025968	8.111890256504811e-05	4.735845335072403e-05	5.7735026918948145e-05	6.666666666665e-05
mean						
stdev						
mean	0.7188249999999999	0.11644129203612616	0.09367912048130847	0.8169233929094031	0.00056666666666665	0.004766666666666674
stdev	4.330127018921716e-05	6.357549579975343e-05	8.111890256500604e-05	4.7038743721278904e-05	5.773502691899147e-05	5.7735026918947955e-05
mean						
stdev						
mean	0.718875	0.11644129203612613	0.09367912048130844	0.8169233879212808	0.00056666666666665	0.004700000000000025
